"year";"plot";"guilds";"replicate";"fd.average";"fd.sd"
2019;1;"floral visitors";82;0,117324948596236;NA
2020;1;"floral visitors";82;0,0871723865091047;NA
2019;2;"floral visitors";82;0,164002981300764;NA
2020;2;"floral visitors";82;0,0910989193595822;NA
2019;3;"floral visitors";82;0,0969442726055649;NA
2020;3;"floral visitors";82;0,0835466307450249;NA
2019;4;"floral visitors";82;0,131125392146649;NA
2020;4;"floral visitors";82;0,339219660160496;NA
2019;5;"floral visitors";82;0,137878830938714;NA
2020;5;"floral visitors";82;0,0765057969033287;NA
2019;6;"floral visitors";82;0,0995754264887674;NA
2020;6;"floral visitors";82;0,349536731357894;NA
2019;7;"floral visitors";82;0,166822031473401;NA
2020;7;"floral visitors";82;0;0
2019;8;"floral visitors";82;0,123339512005328;NA
2020;8;"floral visitors";82;0,0792898876603948;NA
2019;9;"floral visitors";82;0,143907594739016;NA
2020;9;"floral visitors";82;0,0988242197416415;NA
2019;1;"herbivores";82;0,0639035698407711;NA
2020;1;"herbivores";82;0,00951065275993367;NA
2019;2;"herbivores";82;0,108593453486231;NA
2020;2;"herbivores";82;0,0133563468294359;NA
2019;3;"herbivores";82;0,0967598700358254;NA
2020;3;"herbivores";82;0,0151810136368754;NA
2019;4;"herbivores";82;0,0433796346787231;NA
2020;4;"herbivores";82;0,0208679070556529;NA
2019;5;"herbivores";82;0,025456259314375;NA
2020;5;"herbivores";82;0,0179992274450187;NA
2019;6;"herbivores";82;0,0883727081976455;NA
2020;6;"herbivores";82;0,00908002396517714;NA
2019;7;"herbivores";82;0,0745154449964325;NA
2020;7;"herbivores";82;0,0595821369716578;NA
2019;8;"herbivores";82;0,115162451957006;NA
2020;8;"herbivores";82;0,0867920196383872;NA
2019;9;"herbivores";82;0,0889040483219408;NA
2020;9;"herbivores";82;0,0187130650722307;NA
2019;1;"plants-floral visitors";82;0,000595147743645892;0,00106914220062387
2020;1;"plants-floral visitors";82;0,00033976709987618;NA
2019;2;"plants-floral visitors";82;0,0351260035844329;NA
2020;2;"plants-floral visitors";82;0,0109232708713762;NA
2019;3;"plants-floral visitors";82;0,0260785758042218;NA
2020;3;"plants-floral visitors";82;0,00763830538959762;NA
2019;4;"plants-floral visitors";82;0,0540190157307307;NA
2020;4;"plants-floral visitors";82;0,105230932908848;NA
2019;5;"plants-floral visitors";82;0,0211824257355061;NA
2020;5;"plants-floral visitors";82;0,00656539065336614;0,00349371545077559
2019;6;"plants-floral visitors";82;0,0277560383176333;NA
2020;6;"plants-floral visitors";82;0,0102235642133747;NA
2019;7;"plants-floral visitors";82;0,0113197445443511;NA
2020;7;"plants-floral visitors";82;0;0
2019;8;"plants-floral visitors";82;0,00124477932680247;NA
2020;8;"plants-floral visitors";82;0,00939372163470116;NA
2019;9;"plants-floral visitors";82;0;NA
2020;9;"plants-floral visitors";82;0,00383027860610558;NA
2019;1;"plants-herbivores";82;0;0
2020;1;"plants-herbivores";82;0;NA
2019;2;"plants-herbivores";82;0;NA
2020;2;"plants-herbivores";82;0;NA
2019;3;"plants-herbivores";82;8,50385117888347e-05;NA
2020;3;"plants-herbivores";82;0;NA
2019;4;"plants-herbivores";82;0;NA
2020;4;"plants-herbivores";82;0;NA
2019;5;"plants-herbivores";82;0;NA
2020;5;"plants-herbivores";82;0;0
2019;6;"plants-herbivores";82;0;NA
2020;6;"plants-herbivores";82;0;NA
2019;7;"plants-herbivores";82;0,000947166973432083;NA
2020;7;"plants-herbivores";82;7,15343274584306e-05;NA
2019;8;"plants-herbivores";82;0,00122746108434601;NA
2020;8;"plants-herbivores";82;0;NA
2019;9;"plants-herbivores";82;0;NA
2020;9;"plants-herbivores";82;0;NA
2019;1;"all";82;2,86341102017256e-05;3,59465552606826e-05
2020;1;"all";82;0;NA
2019;2;"all";82;0,0108457151374791;NA
2020;2;"all";82;0,000917688179718295;NA
2019;3;"all";82;0,0161709108735865;NA
2020;3;"all";82;0;NA
2019;4;"all";82;0;NA
2020;4;"all";82;0;NA
2019;5;"all";82;1,5596326356479e-06;NA
2020;5;"all";82;4,40930261446025e-06;1,16267874821421e-05
2019;6;"all";82;0;NA
2020;6;"all";82;0;NA
2019;7;"all";82;0,00888053461786639;NA
2020;7;"all";82;0;0
2019;8;"all";82;0;NA
2020;8;"all";82;0,0115669250033976;NA
2019;9;"all";82;0;NA
2020;9;"all";82;0,00129376085124616;NA
2019;1;"plants";83;0;0
2020;1;"plants";83;0;NA
2019;2;"plants";83;5,61693178495101e-06;NA
2020;2;"plants";83;0;NA
2019;3;"plants";83;8,44658557895845e-06;NA
2020;3;"plants";83;2,04888321286389e-05;NA
2019;4;"plants";83;0,00022489117783991;NA
2020;4;"plants";83;0,00292022803029257;NA
2019;5;"plants";83;0,000105802023214705;NA
2020;5;"plants";83;4,92339458987466e-05;NA
2019;6;"plants";83;0,00135054818419263;NA
2020;6;"plants";83;0,0016426396060507;NA
2019;7;"plants";83;0;NA
2020;7;"plants";83;0;NA
2019;8;"plants";83;0;NA
2020;8;"plants";83;0;NA
2019;9;"plants";83;0;NA
2020;9;"plants";83;0;NA
2019;1;"floral visitors";83;0,118956548483223;NA
2020;1;"floral visitors";83;0,101908756154174;NA
2019;2;"floral visitors";83;0,151156534693169;NA
2020;2;"floral visitors";83;0,0834580901063825;NA
2019;3;"floral visitors";83;0,112639295040229;NA
2020;3;"floral visitors";83;0,0727093370395637;NA
2019;4;"floral visitors";83;0,106545917260309;NA
2020;4;"floral visitors";83;0,317232565524902;NA
2019;5;"floral visitors";83;0,118347142042964;NA
2020;5;"floral visitors";83;0,075769969407417;NA
2019;6;"floral visitors";83;0,116822010798273;NA
2020;6;"floral visitors";83;0,349536731357894;NA
2019;7;"floral visitors";83;0,158228605072131;NA
2020;7;"floral visitors";83;0;0
2019;8;"floral visitors";83;0,134298603647836;NA
2020;8;"floral visitors";83;0,0668110945279789;NA
2019;9;"floral visitors";83;0,132169308858823;NA
2020;9;"floral visitors";83;0,0932271930296477;NA
2019;1;"herbivores";83;0,0616621040460179;NA
2020;1;"herbivores";83;0,00236576740202875;NA
2019;2;"herbivores";83;0,110927334743542;NA
2020;2;"herbivores";83;0,00595898058906452;NA
2019;3;"herbivores";83;0,105182619107733;NA
2020;3;"herbivores";83;0,0230284912786607;NA
2019;4;"herbivores";83;0,0530182383377586;NA
2020;4;"herbivores";83;0,0149936497198881;NA
2019;5;"herbivores";83;0,02388657835283;NA
2020;5;"herbivores";83;0,0178856870966225;NA
2019;6;"herbivores";83;0,0798360706700478;NA
2020;6;"herbivores";83;0,00703353141349097;NA
2019;7;"herbivores";83;0,104966859701017;NA
2020;7;"herbivores";83;0,0753703016972546;NA
2019;8;"herbivores";83;0,0703085055729162;NA
2020;8;"herbivores";83;0,00899143100655415;0,00567677829460887
2019;9;"herbivores";83;0,110743399258859;NA
2020;9;"herbivores";83;0,000227770586260458;0,000334735569934299
2019;1;"plants-floral visitors";83;0;0
2020;1;"plants-floral visitors";83;0;NA
2019;2;"plants-floral visitors";83;0,0307006549583205;NA
2020;2;"plants-floral visitors";83;0,0218802114437732;NA
2019;3;"plants-floral visitors";83;0,0280141115488523;NA
2020;3;"plants-floral visitors";83;0,0535721549730434;NA
2019;4;"plants-floral visitors";83;0,0484729929720232;NA
2020;4;"plants-floral visitors";83;0,0759729127134897;NA
2019;5;"plants-floral visitors";83;3,38297217294066e-05;NA
2020;5;"plants-floral visitors";83;0,00141493091102501;0,0010923428687966
2019;6;"plants-floral visitors";83;8,02851321119369e-05;NA
2020;6;"plants-floral visitors";83;0,0294692699567144;NA
2019;7;"plants-floral visitors";83;0,0119471650052178;NA
2020;7;"plants-floral visitors";83;0;0
2019;8;"plants-floral visitors";83;0,00572160138961932;NA
2020;8;"plants-floral visitors";83;0,00317713824831078;NA
2019;9;"plants-floral visitors";83;0;NA
2020;9;"plants-floral visitors";83;0,00129392704732785;NA
2019;1;"plants-herbivores";83;0;0
2020;1;"plants-herbivores";83;0;NA
2019;2;"plants-herbivores";83;0;NA
2020;2;"plants-herbivores";83;0;NA
2019;3;"plants-herbivores";83;0;NA
2020;3;"plants-herbivores";83;0;NA
2019;4;"plants-herbivores";83;0;NA
2020;4;"plants-herbivores";83;0;NA
2019;5;"plants-herbivores";83;0;NA
2020;5;"plants-herbivores";83;0;NA
2019;6;"plants-herbivores";83;0;NA
2020;6;"plants-herbivores";83;0;NA
2019;7;"plants-herbivores";83;0,00198336002177178;NA
2020;7;"plants-herbivores";83;5,43328671238202e-05;NA
2019;8;"plants-herbivores";83;0;NA
2020;8;"plants-herbivores";83;0;0
2019;9;"plants-herbivores";83;0;NA
2020;9;"plants-herbivores";83;0;0
2019;1;"all";83;0;0
2020;1;"all";83;0;0
2019;2;"all";83;0,0240378318830858;NA
2020;2;"all";83;0,00190953599931675;NA
2019;3;"all";83;0,0116395540584443;NA
2020;3;"all";83;0,00743054736603163;NA
2019;4;"all";83;0,00656917712183954;NA
2020;4;"all";83;0,000207485873594012;NA
2019;5;"all";83;0;NA
2020;5;"all";83;0;NA
2019;6;"all";83;0;NA
2020;6;"all";83;0;NA
2019;7;"all";83;0,0152908163306107;NA
2020;7;"all";83;0;0
2019;8;"all";83;0,00179140836591033;NA
2020;8;"all";83;0;0
2019;9;"all";83;0,00207104860311652;NA
2020;9;"all";83;1,84602865630764e-05;3,22054967927779e-05
2019;1;"plants";84;0;NA
2020;1;"plants";84;0,000445411265766195;NA
2019;2;"plants";84;5,89040339700956e-05;NA
2020;2;"plants";84;0,000172030514513267;NA
2019;3;"plants";84;0;NA
2020;3;"plants";84;0,00026281301854712;NA
2019;4;"plants";84;0,00325679302907799;NA
2020;4;"plants";84;0,00141241857557793;NA
2019;5;"plants";84;0,000247776895053843;0,000242655532852188
2020;5;"plants";84;0,000546229390693631;0,000528481165996238
2019;6;"plants";84;0,00304805933790158;NA
2020;6;"plants";84;0,00192367932447909;NA
2019;7;"plants";84;0;NA
2020;7;"plants";84;0;NA
2019;8;"plants";84;3,36222515291208e-05;NA
2020;8;"plants";84;7,67866625953328e-05;NA
2019;9;"plants";84;0;NA
2020;9;"plants";84;0;NA
2019;1;"floral visitors";84;0,111025799972798;NA
2020;1;"floral visitors";84;0,0397283682893263;NA
2019;2;"floral visitors";84;0,167417807386081;NA
2020;2;"floral visitors";84;0,0780213450637901;NA
2019;3;"floral visitors";84;0,108228921569275;NA
2020;3;"floral visitors";84;0,100908608781815;NA
2019;4;"floral visitors";84;NA;NA
2020;4;"floral visitors";84;0,310900185164186;NA
2019;5;"floral visitors";84;0,118607023117339;NA
2020;5;"floral visitors";84;0,175043929434021;NA
2019;6;"floral visitors";84;0,0689135094901175;NA
2020;6;"floral visitors";84;0,349536731357894;NA
2019;7;"floral visitors";84;0,154128740672319;NA
2020;7;"floral visitors";84;0,00478545462014205;0,00286852486113876
2019;8;"floral visitors";84;0,11977516875362;NA
2020;8;"floral visitors";84;0,0827344177046717;NA
2019;9;"floral visitors";84;0,134363640583235;NA
2020;9;"floral visitors";84;0,118349942212203;NA
2019;1;"herbivores";84;0,0690515908048748;NA
2020;1;"herbivores";84;0,00450636216160355;NA
2019;2;"herbivores";84;0,113430928385105;NA
2020;2;"herbivores";84;0,0228950172440619;NA
2019;3;"herbivores";84;0,101601014040572;NA
2020;3;"herbivores";84;0,03556751556441;NA
2019;4;"herbivores";84;0,0496388937798483;NA
2020;4;"herbivores";84;0,00728053329216217;NA
2019;5;"herbivores";84;0,0313811490657319;NA
2020;5;"herbivores";84;0,0199943056522704;NA
2019;6;"herbivores";84;0,072038726042891;NA
2020;6;"herbivores";84;0,0129194689474569;NA
2019;7;"herbivores";84;0,0824884063662758;NA
2020;7;"herbivores";84;0,0471829477866498;NA
2019;8;"herbivores";84;0,107634084976451;NA
2020;8;"herbivores";84;0,00068302445819143;0,000805588331021985
2019;9;"herbivores";84;0,0992296699035168;NA
2020;9;"herbivores";84;0,0163361764156953;NA
2019;1;"plants-floral visitors";84;0;NA
2020;1;"plants-floral visitors";84;0,000105154872807506;0,000124058205650521
2019;2;"plants-floral visitors";84;0,0284679163073271;NA
2020;2;"plants-floral visitors";84;0,0209704117343624;NA
2019;3;"plants-floral visitors";84;0,0379337359368348;NA
2020;3;"plants-floral visitors";84;0,017308112384925;NA
2019;4;"plants-floral visitors";84;0,0386119154826826;NA
2020;4;"plants-floral visitors";84;0,069509961743048;NA
2019;5;"plants-floral visitors";84;0,0015274144751066;0,00298340285978876
2020;5;"plants-floral visitors";84;0,00509225966914787;0,00335295131588566
2019;6;"plants-floral visitors";84;0,000741962654407543;NA
2020;6;"plants-floral visitors";84;0,123397475641509;NA
2019;7;"plants-floral visitors";84;0,0122589252488523;NA
2020;7;"plants-floral visitors";84;8,56283467974849e-05;0,000185123973518838
2019;8;"plants-floral visitors";84;0;NA
2020;8;"plants-floral visitors";84;0,017711117300778;NA
2019;9;"plants-floral visitors";84;0,00949091339909424;NA
2020;9;"plants-floral visitors";84;0,00526521301139333;NA
2019;1;"plants-herbivores";84;0;NA
2020;1;"plants-herbivores";84;0;NA
2019;2;"plants-herbivores";84;0;NA
2020;2;"plants-herbivores";84;0;NA
2019;3;"plants-herbivores";84;0;NA
2020;3;"plants-herbivores";84;0;NA
2019;4;"plants-herbivores";84;2,8837888765168e-05;NA
2020;4;"plants-herbivores";84;0;NA
2019;5;"plants-herbivores";84;0;0
2020;5;"plants-herbivores";84;0;NA
2019;6;"plants-herbivores";84;0;NA
2020;6;"plants-herbivores";84;0;NA
2019;7;"plants-herbivores";84;0,000355616196812792;NA
2020;7;"plants-herbivores";84;0;NA
2019;8;"plants-herbivores";84;0,00227156632856731;NA
2020;8;"plants-herbivores";84;9,1113099096876e-08;2,39122432147284e-07
2019;9;"plants-herbivores";84;0;NA
2020;9;"plants-herbivores";84;0;NA
2019;1;"all";84;0;NA
2020;1;"all";84;0;0
2019;2;"all";84;0,0145100374899776;NA
2020;2;"all";84;0,00714563239633251;NA
2019;3;"all";84;0,00705962221662051;NA
2020;3;"all";84;0,0012348767165033;NA
2019;4;"all";84;0,00405387109188315;NA
2020;4;"all";84;0,000439982305601762;NA
2019;5;"all";84;8,05754655441656e-05;0,000149896961692566
2020;5;"all";84;0;NA
2019;6;"all";84;0;NA
2020;6;"all";84;0;NA
2019;7;"all";84;0,0172677297683815;NA
2020;7;"all";84;0,00249973181334042;0,00273926498733987
2019;8;"all";84;0,00114265630239776;NA
2020;8;"all";84;0,00119348844200733;0,00159146796692641
2019;9;"all";84;0;NA
2020;9;"all";84;0,000243632344483521;NA
2019;1;"plants";85;0;NA
2020;1;"plants";85;0;0
2019;2;"plants";85;7,11937584179258e-05;NA
2020;2;"plants";85;9,654447639639e-05;NA
2019;3;"plants";85;0;NA
2020;3;"plants";85;0;NA
2019;4;"plants";85;0,00422765082656764;NA
2020;4;"plants";85;0,00478956307251098;NA
2019;5;"plants";85;0,000647826871308709;0,000540610198295813
2020;5;"plants";85;0,00103155631403138;0,00109580984200788
2019;6;"plants";85;0,0107491827879862;0,00511941650256325
2020;6;"plants";85;0,00377412442442814;NA
2019;7;"plants";85;0;NA
2020;7;"plants";85;0;NA
2019;8;"plants";85;0;NA
2020;8;"plants";85;0,000154513378579376;NA
2019;9;"plants";85;0;NA
2020;9;"plants";85;0;NA
2019;1;"floral visitors";85;0,130969851021689;NA
2020;1;"floral visitors";85;0,0781578991776515;NA
2019;2;"floral visitors";85;0,154788931139676;NA
2020;2;"floral visitors";85;0,0907231956477015;NA
2019;3;"floral visitors";85;0,0951870039141303;NA
2020;3;"floral visitors";85;0,101642018184572;NA
2019;4;"floral visitors";85;0,103964134755801;NA
2020;4;"floral visitors";85;0,310902033553804;NA
2019;5;"floral visitors";85;0,119665285966788;NA
2020;5;"floral visitors";85;0,0861671512262366;NA
2019;6;"floral visitors";85;0,104194252355822;NA
2020;6;"floral visitors";85;0,349536731357894;NA
2019;7;"floral visitors";85;0,163903260721289;NA
2020;7;"floral visitors";85;0,00426582242348477;0,00553595427383216
2019;8;"floral visitors";85;0,102926775980727;NA
2020;8;"floral visitors";85;0,0750754572927401;NA
2019;9;"floral visitors";85;0,145360275405964;NA
2020;9;"floral visitors";85;NA;NA
2019;1;"herbivores";85;0,0955921943854287;NA
2020;1;"herbivores";85;0,00364657322723998;NA
2019;2;"herbivores";85;0,142052270419384;NA
2020;2;"herbivores";85;0,0355435034189407;NA
2019;3;"herbivores";85;0,110724979366975;NA
2020;3;"herbivores";85;0,0287982870611658;NA
2019;4;"herbivores";85;0,0302127178264471;NA
2020;4;"herbivores";85;0,0116214347969153;NA
2019;5;"herbivores";85;0,024091585275958;NA
2020;5;"herbivores";85;0,011849073682181;NA
2019;6;"herbivores";85;0,070157271814585;NA
2020;6;"herbivores";85;0,00717981642045362;NA
2019;7;"herbivores";85;0,0875805651588246;NA
2020;7;"herbivores";85;0,0147125745083978;NA
2019;8;"herbivores";85;0,115464513095084;NA
2020;8;"herbivores";85;0,00932352509312335;0,00518395144110887
2019;9;"herbivores";85;0,0875392211046587;NA
2020;9;"herbivores";85;0,0329975089059428;NA
2019;1;"plants-floral visitors";85;5,84211242631295e-05;0,00011349708671657
2020;1;"plants-floral visitors";85;0;NA
2019;2;"plants-floral visitors";85;0,0288200090533929;NA
2020;2;"plants-floral visitors";85;0,0138824123114575;NA
2019;3;"plants-floral visitors";85;0,00841350602221382;NA
2020;3;"plants-floral visitors";85;0,0253511284200435;NA
2019;4;"plants-floral visitors";85;0,01614112095134;NA
2020;4;"plants-floral visitors";85;0,0808369453794567;NA
2019;5;"plants-floral visitors";85;0,0188653440725463;0,0102346063793636
2020;5;"plants-floral visitors";85;0,0141030370806963;0,0058580698318739
2019;6;"plants-floral visitors";85;0,0143199221443982;0,00706092532379137
2020;6;"plants-floral visitors";85;0,0271309058925114;NA
2019;7;"plants-floral visitors";85;0,00886017834329017;NA
2020;7;"plants-floral visitors";85;0;0
2019;8;"plants-floral visitors";85;0,00103167246131572;NA
2020;8;"plants-floral visitors";85;0,00577310450932237;NA
2019;9;"plants-floral visitors";85;0,00743731105490582;NA
2020;9;"plants-floral visitors";85;0;NA
2019;1;"plants-herbivores";85;1,13228242475836e-05;NA
2020;1;"plants-herbivores";85;0;0
2019;2;"plants-herbivores";85;0;NA
2020;2;"plants-herbivores";85;0;NA
2019;3;"plants-herbivores";85;0;NA
2020;3;"plants-herbivores";85;0;NA
2019;4;"plants-herbivores";85;0;NA
2020;4;"plants-herbivores";85;0;NA
2019;5;"plants-herbivores";85;0;0
2020;5;"plants-herbivores";85;0;NA
2019;6;"plants-herbivores";85;0;0
2020;6;"plants-herbivores";85;0;0
2019;7;"plants-herbivores";85;0,00101689629214652;NA
2020;7;"plants-herbivores";85;0;NA
2019;8;"plants-herbivores";85;0,000984229200468467;NA
2020;8;"plants-herbivores";85;6,65551657297732e-06;2,10465913756066e-05
2019;9;"plants-herbivores";85;0;NA
2020;9;"plants-herbivores";85;0;NA
2019;1;"all";85;0,000161035804367786;0,000224306319727528
2020;1;"all";85;0;NA
2019;2;"all";85;0,0185857642362712;NA
2020;2;"all";85;0;NA
2019;3;"all";85;0,000692505205247472;NA
2020;3;"all";85;0,00108860123547039;NA
2019;4;"all";85;0,00152948969190725;NA
2020;4;"all";85;0;NA
2019;5;"all";85;5,09990147539232e-05;8,14983979315089e-05
2020;5;"all";85;0;NA
2019;6;"all";85;0,000573284570873038;0,00061792957238377
2020;6;"all";85;0;NA
2019;7;"all";85;0,0141007867733411;NA
2020;7;"all";85;0,000139765304973992;0,000286485925444987
2019;8;"all";85;0,00339901931146207;NA
2020;8;"all";85;6,69931980116249e-05;0,000210013660384257
2019;9;"all";85;0,001529913332605;NA
2020;9;"all";85;0,00174644967429311;NA
2019;1;"plants";86;0;0
2020;1;"plants";86;0;NA
2019;2;"plants";86;2,6432600310448e-05;NA
2020;2;"plants";86;0,000450253359362107;NA
2019;3;"plants";86;4,45261854955405e-05;NA
2020;3;"plants";86;0;NA
2019;4;"plants";86;0,00446717780866193;NA
2020;4;"plants";86;0,00420684566381788;NA
2019;5;"plants";86;1,32285643342933e-05;1,59382117784738e-05
2020;5;"plants";86;0,0054909466708048;0,00401735239447085
2019;6;"plants";86;0,0019557086092342;0,00202429391525413
2020;6;"plants";86;0,00127003504593824;NA
2019;7;"plants";86;0;NA
2020;7;"plants";86;0;NA
2019;8;"plants";86;0;NA
2020;8;"plants";86;0;NA
2019;9;"plants";86;0;NA
2020;9;"plants";86;0;NA
2019;1;"floral visitors";86;0,117044287080072;NA
2020;1;"floral visitors";86;0,0695467705592701;NA
2019;2;"floral visitors";86;0,158278797011753;NA
2020;2;"floral visitors";86;0,0818127739240724;NA
2019;3;"floral visitors";86;0,122010801608701;NA
2020;3;"floral visitors";86;0,108185403270502;NA
2019;4;"floral visitors";86;0,107674981914947;NA
2020;4;"floral visitors";86;0,310888081106081;NA
2019;5;"floral visitors";86;0,128481922418503;NA
2020;5;"floral visitors";86;0,17307631184521;NA
2019;6;"floral visitors";86;0,0758490764937065;NA
2020;6;"floral visitors";86;0,349536731357894;NA
2019;7;"floral visitors";86;0,159532571079995;NA
2020;7;"floral visitors";86;0,00373951693182066;0,00480048869274968
2019;8;"floral visitors";86;0,118281729575546;NA
2020;8;"floral visitors";86;0,0659895427450445;NA
2019;9;"floral visitors";86;0,159047215700933;NA
