"year";"plot";"guilds";"replicate";"fd.average";"fd.sd"
2020;3;"floral visitors";51;0,102431624540368;NA
2019;4;"floral visitors";51;0,111077027820795;NA
2020;4;"floral visitors";51;0,31090870785046;NA
2019;5;"floral visitors";51;0,118426170014158;NA
2020;5;"floral visitors";51;0,086564236702227;NA
2019;6;"floral visitors";51;0,0766973945754679;NA
2020;6;"floral visitors";51;0,349536731357894;NA
2019;7;"floral visitors";51;0,138148128600168;NA
2020;7;"floral visitors";51;0,00312094811071387;0,00271852204982466
2019;8;"floral visitors";51;0,137453189615022;NA
2020;8;"floral visitors";51;0,0850748056788026;NA
2019;9;"floral visitors";51;0,174656776267764;NA
2020;9;"floral visitors";51;0,106129408954659;NA
2019;1;"herbivores";51;0,0591337014305228;NA
2020;1;"herbivores";51;0,0059102560089073;NA
2019;2;"herbivores";51;0,13919395962988;NA
2020;2;"herbivores";51;0,0127846404013867;NA
2019;3;"herbivores";51;0,103638476533549;NA
2020;3;"herbivores";51;0,0246512993909985;NA
2019;4;"herbivores";51;0,0490273499811056;NA
2020;4;"herbivores";51;0,0116636856438276;NA
2019;5;"herbivores";51;0,0184680056912872;NA
2020;5;"herbivores";51;0,0210120725189586;NA
2019;6;"herbivores";51;0,0793139136612447;NA
2020;6;"herbivores";51;0,00773856948790191;NA
2019;7;"herbivores";51;0,0913455859090398;NA
2020;7;"herbivores";51;0,0491440266947127;NA
2019;8;"herbivores";51;0,0836489419155759;NA
2020;8;"herbivores";51;0,0532567392314757;NA
2019;9;"herbivores";51;0,0966257790176317;NA
2020;9;"herbivores";51;0,00733603400820839;NA
2019;1;"plants-floral visitors";51;0;0
2020;1;"plants-floral visitors";51;2,15094629210381e-05;NA
2019;2;"plants-floral visitors";51;0,0463907602704324;NA
2020;2;"plants-floral visitors";51;0,0141421471083977;NA
2019;3;"plants-floral visitors";51;0,0112330967607432;NA
2020;3;"plants-floral visitors";51;0,00102513669749345;NA
2019;4;"plants-floral visitors";51;0,0268880145609213;NA
2020;4;"plants-floral visitors";51;0,0540759332237487;NA
2019;5;"plants-floral visitors";51;0,00707852502511408;0,00499349540176415
2020;5;"plants-floral visitors";51;0,00503442869373005;0,00312327948722027
2019;6;"plants-floral visitors";51;0,00449910312965906;0,00305210956379373
2020;6;"plants-floral visitors";51;0,117470511293232;NA
2019;7;"plants-floral visitors";51;0,0194515825130119;NA
2020;7;"plants-floral visitors";51;9,70267501324751e-06;1,91483822811736e-05
2019;8;"plants-floral visitors";51;0,00419918700037694;NA
2020;8;"plants-floral visitors";51;0,0240106330667147;NA
2019;9;"plants-floral visitors";51;0,0148657875992469;NA
2020;9;"plants-floral visitors";51;0,00016110117760028;NA
2019;1;"plants-herbivores";51;0;0
2020;1;"plants-herbivores";51;0;NA
2019;2;"plants-herbivores";51;8,24142220514409e-05;NA
2020;2;"plants-herbivores";51;0;NA
2019;3;"plants-herbivores";51;0;NA
2020;3;"plants-herbivores";51;0;NA
2019;4;"plants-herbivores";51;0;NA
2020;4;"plants-herbivores";51;0;NA
2019;5;"plants-herbivores";51;0;NA
2020;5;"plants-herbivores";51;0;NA
2019;6;"plants-herbivores";51;0;0
2020;6;"plants-herbivores";51;0;NA
2019;7;"plants-herbivores";51;0,000435701872497169;NA
2020;7;"plants-herbivores";51;3,74151497671595e-05;NA
2019;8;"plants-herbivores";51;0,000181098385302908;NA
2020;8;"plants-herbivores";51;0,00120237264584203;NA
2019;9;"plants-herbivores";51;0;NA
2020;9;"plants-herbivores";51;0;NA
2019;1;"all";51;0;0
2020;1;"all";51;1,08884993269029e-06;3,44324581742235e-06
2019;2;"all";51;0,0346340338100541;NA
2020;2;"all";51;0,000275809897449857;NA
2019;3;"all";51;0,00173152247804573;NA
2020;3;"all";51;0;NA
2019;4;"all";51;0;NA
2020;4;"all";51;0,00030375390832886;NA
2019;5;"all";51;4,55857539319073e-06;8,43407126194554e-06
2020;5;"all";51;0;NA
2019;6;"all";51;1,95562418125896e-07;6,18422666008029e-07
2020;6;"all";51;0;NA
2019;7;"all";51;0,0253826800060255;NA
2020;7;"all";51;5,24718354075593e-05;0,000165930512897357
2019;8;"all";51;0,000356743433610841;NA
2020;8;"all";51;0,00793065950476521;NA
2019;9;"all";51;0,00140031153643631;NA
2020;9;"all";51;0,0029195230760607;NA
2019;1;"plants";52;4,49911023843095e-06;NA
2020;1;"plants";52;0;NA
2019;2;"plants";52;0,000108126923910342;NA
2020;2;"plants";52;0,00035079956602774;NA
2019;3;"plants";52;4,32168110902307e-05;NA
2020;3;"plants";52;0,000137020894477608;NA
2019;4;"plants";52;0,00911174036920699;NA
2020;4;"plants";52;0,00678798923445924;NA
2019;5;"plants";52;0;0
2020;5;"plants";52;1,12612051971259e-05;1,18515141002988e-05
2019;6;"plants";52;0,000384131965295831;0,000682911509226935
2020;6;"plants";52;0,00369516938752761;NA
2019;7;"plants";52;0;NA
2020;7;"plants";52;0;NA
2019;8;"plants";52;2,76811226224089e-05;NA
2020;8;"plants";52;3,00141264436694e-05;NA
2019;9;"plants";52;0;NA
2020;9;"plants";52;0;NA
2019;1;"floral visitors";52;0,102509053446741;NA
2020;1;"floral visitors";52;0,0352013227052684;NA
2019;2;"floral visitors";52;0,163235331390535;NA
2020;2;"floral visitors";52;0,115505732189188;NA
2019;3;"floral visitors";52;0,120622727889638;NA
2020;3;"floral visitors";52;0,112136772706864;NA
2019;4;"floral visitors";52;0,107958944775558;NA
2020;4;"floral visitors";52;0,339222890035881;NA
2019;5;"floral visitors";52;0,118052725273568;NA
2020;5;"floral visitors";52;0,173138677030911;NA
2019;6;"floral visitors";52;0,0731624970995979;NA
2020;6;"floral visitors";52;0,349536731357894;NA
2019;7;"floral visitors";52;0,14516211360702;NA
2020;7;"floral visitors";52;0;0
2019;8;"floral visitors";52;0,113990209007165;NA
2020;8;"floral visitors";52;0,0875557621664165;NA
2019;9;"floral visitors";52;0,13702149022838;NA
2020;9;"floral visitors";52;0,0844582621493173;NA
2019;1;"herbivores";52;0,0547328309378157;NA
2020;1;"herbivores";52;0,00541865634089666;NA
2019;2;"herbivores";52;0,112704397910954;NA
2020;2;"herbivores";52;0,0101344363428105;NA
2019;3;"herbivores";52;0,112146209708715;NA
2020;3;"herbivores";52;0,0482157855456594;NA
2019;4;"herbivores";52;0,0372399199023294;NA
2020;4;"herbivores";52;0,0158510481189712;NA
2019;5;"herbivores";52;0,0536786262091424;NA
2020;5;"herbivores";52;0,0175114237822265;NA
2019;6;"herbivores";52;0,0753608698056684;NA
2020;6;"herbivores";52;0,0116034216961096;NA
2019;7;"herbivores";52;0,0751755678820988;NA
2020;7;"herbivores";52;0,0149320860779236;NA
2019;8;"herbivores";52;0,121259981939203;NA
2020;8;"herbivores";52;0,00162715053768486;0,00216832578895658
2019;9;"herbivores";52;0,0848173243792448;NA
2020;9;"herbivores";52;0,0368339183557814;NA
2019;1;"plants-floral visitors";52;0;NA
2020;1;"plants-floral visitors";52;0;NA
2019;2;"plants-floral visitors";52;0,0475296228200887;NA
2020;2;"plants-floral visitors";52;0,0119200474387002;NA
2019;3;"plants-floral visitors";52;0,00232557500385995;NA
2020;3;"plants-floral visitors";52;0,0325937967748549;NA
2019;4;"plants-floral visitors";52;0,0481100923434246;NA
2020;4;"plants-floral visitors";52;0,092849946177446;NA
2019;5;"plants-floral visitors";52;1,45738083197951e-06;4,60864284732642e-06
2020;5;"plants-floral visitors";52;0,00898128125110326;0,00648615913031012
2019;6;"plants-floral visitors";52;0,000217627947758249;0,000226415081679702
2020;6;"plants-floral visitors";52;0,103412557066068;NA
2019;7;"plants-floral visitors";52;0,0137885834056094;NA
2020;7;"plants-floral visitors";52;0;0
2019;8;"plants-floral visitors";52;0,00318505994826858;NA
2020;8;"plants-floral visitors";52;0,0101645545252137;NA
2019;9;"plants-floral visitors";52;0,00309578422253996;NA
2020;9;"plants-floral visitors";52;0,00235013756539806;NA
2019;1;"plants-herbivores";52;0;NA
2020;1;"plants-herbivores";52;0;NA
2019;2;"plants-herbivores";52;0,000313619040691033;NA
2020;2;"plants-herbivores";52;0;NA
2019;3;"plants-herbivores";52;0;NA
2020;3;"plants-herbivores";52;0;NA
2019;4;"plants-herbivores";52;4,23478910732825e-06;NA
2020;4;"plants-herbivores";52;0;NA
2019;5;"plants-herbivores";52;0;NA
2020;5;"plants-herbivores";52;0;NA
2019;6;"plants-herbivores";52;0;0
2020;6;"plants-herbivores";52;0;NA
2019;7;"plants-herbivores";52;0,000976864985244992;NA
2020;7;"plants-herbivores";52;0;NA
2019;8;"plants-herbivores";52;0,000797520156313973;NA
2020;8;"plants-herbivores";52;2,26606899681017e-07;7,16593936501298e-07
2019;9;"plants-herbivores";52;0;NA
2020;9;"plants-herbivores";52;0;NA
2019;1;"all";52;0;NA
2020;1;"all";52;0;0
2019;2;"all";52;0,0217405421062164;NA
2020;2;"all";52;0,00312955139693051;NA
2019;3;"all";52;0,00606457693055262;NA
2020;3;"all";52;0,00366336104292267;NA
2019;4;"all";52;0,00587707695508253;NA
2020;4;"all";52;0,000130936573671231;NA
2019;5;"all";52;0;NA
2020;5;"all";52;0;NA
2019;6;"all";52;5,51024352334179e-06;1,66351687768224e-05
2020;6;"all";52;0;NA
2019;7;"all";52;0,00866639009115046;NA
2020;7;"all";52;0;0
2019;8;"all";52;0,0022383084472601;NA
2020;8;"all";52;9,9804090925308e-06;2,82305300005848e-05
2019;9;"all";52;0,000482079422945274;NA
2020;9;"all";52;0;NA
2019;1;"plants";53;0;0
2020;1;"plants";53;0;NA
2019;2;"plants";53;0,000412481401513072;NA
2020;2;"plants";53;6,86336052285021e-05;NA
2019;3;"plants";53;0;NA
2020;3;"plants";53;3,93363590924222e-05;NA
2019;4;"plants";53;0,00873432418992732;NA
2020;4;"plants";53;0,00626491910222996;NA
2019;5;"plants";53;1,19300797138936e-05;NA
2020;5;"plants";53;0;NA
2019;6;"plants";53;4,14658947910944e-07;NA
2020;6;"plants";53;0,00327466068581228;NA
2019;7;"plants";53;0;NA
2020;7;"plants";53;0;NA
2019;8;"plants";53;2,31539619865827e-05;NA
2020;8;"plants";53;0,000506470983039993;NA
2019;9;"plants";53;0;NA
2020;9;"plants";53;0;NA
2019;1;"floral visitors";53;0,116362077126765;NA
2020;1;"floral visitors";53;0,0640506209347325;NA
2019;2;"floral visitors";53;0,162462980848115;NA
2020;2;"floral visitors";53;0,101015119150092;NA
2019;3;"floral visitors";53;0,0963726136208055;NA
2020;3;"floral visitors";53;0,0890339293210622;NA
2019;4;"floral visitors";53;0,0979696715943027;NA
2020;4;"floral visitors";53;0,310896821387739;NA
2019;5;"floral visitors";53;0,122993655935237;NA
2020;5;"floral visitors";53;0,173052741956163;NA
2019;6;"floral visitors";53;0,0948037220628867;NA
2020;6;"floral visitors";53;0,349536731357894;NA
2019;7;"floral visitors";53;0,153609040070245;NA
2020;7;"floral visitors";53;0;0
2019;8;"floral visitors";53;0,133031285530508;NA
2020;8;"floral visitors";53;0,06624773396728;NA
2019;9;"floral visitors";53;0,118644033844783;NA
2020;9;"floral visitors";53;0,114499510971942;NA
2019;1;"herbivores";53;0,0802410383421848;NA
2020;1;"herbivores";53;0,0146318654423111;NA
2019;2;"herbivores";53;0,110308452169167;NA
2020;2;"herbivores";53;0,0322564768031861;NA
2019;3;"herbivores";53;0,0970396103303639;NA
2020;3;"herbivores";53;0,0602945971028958;NA
2019;4;"herbivores";53;0,0293774923099604;NA
2020;4;"herbivores";53;0,027325493441534;NA
2019;5;"herbivores";53;0,0628733503845571;NA
2020;5;"herbivores";53;0,014261477812844;NA
2019;6;"herbivores";53;0,0790942379411826;NA
2020;6;"herbivores";53;0,0211420685907536;NA
2019;7;"herbivores";53;0,0821928534584896;NA
2020;7;"herbivores";53;0,00861320907744824;NA
2019;8;"herbivores";53;0,105941577394413;NA
2020;8;"herbivores";53;0,0773348042031975;NA
2019;9;"herbivores";53;0,091862699540974;NA
2020;9;"herbivores";53;0,000175750760916928;0,00035615457476215
2019;1;"plants-floral visitors";53;4,521555737173e-05;0,000134012389239744
2020;1;"plants-floral visitors";53;0;NA
2019;2;"plants-floral visitors";53;0,0395411646395556;NA
2020;2;"plants-floral visitors";53;0,0247434902213767;NA
2019;3;"plants-floral visitors";53;0,016407986770721;NA
2020;3;"plants-floral visitors";53;0,00565339195886707;NA
2019;4;"plants-floral visitors";53;0,0313141418494067;NA
2020;4;"plants-floral visitors";53;0,104016333871611;NA
2019;5;"plants-floral visitors";53;0,00153281172563421;0,00235191814231786
2020;5;"plants-floral visitors";53;0,000826122602007518;NA
2019;6;"plants-floral visitors";53;6,33027894712821e-05;0,000117832509227531
2020;6;"plants-floral visitors";53;0,0311852013626821;NA
2019;7;"plants-floral visitors";53;0,0221800901500845;NA
2020;7;"plants-floral visitors";53;0;0
2019;8;"plants-floral visitors";53;0,00815981388575572;NA
2020;8;"plants-floral visitors";53;0,00667073967736048;NA
2019;9;"plants-floral visitors";53;5,26783426696133e-06;NA
2020;9;"plants-floral visitors";53;0,00144624852758572;NA
2019;1;"plants-herbivores";53;0;0
2020;1;"plants-herbivores";53;0;NA
2019;2;"plants-herbivores";53;0;NA
2020;2;"plants-herbivores";53;0;NA
2019;3;"plants-herbivores";53;0;NA
2020;3;"plants-herbivores";53;0;NA
2019;4;"plants-herbivores";53;0;NA
2020;4;"plants-herbivores";53;0;NA
2019;5;"plants-herbivores";53;0;NA
2020;5;"plants-herbivores";53;0;NA
2019;6;"plants-herbivores";53;0;NA
2020;6;"plants-herbivores";53;0;NA
2019;7;"plants-herbivores";53;0,000863834384426186;NA
2020;7;"plants-herbivores";53;0;NA
2019;8;"plants-herbivores";53;0,000625533480231815;NA
2020;8;"plants-herbivores";53;0;NA
2019;9;"plants-herbivores";53;0;NA
2020;9;"plants-herbivores";53;0;0
2019;1;"all";53;1,58099121888084e-06;4,99953321238927e-06
2020;1;"all";53;5,75702379326021e-06;1,82053077304846e-05
2019;2;"all";53;0,000443702844195091;NA
2020;2;"all";53;0,00804430212058577;NA
2019;3;"all";53;0,00609923926506897;NA
2020;3;"all";53;0,0007621957217913;NA
2019;4;"all";53;0,000246663442747587;NA
2020;4;"all";53;7,43870355856085e-05;NA
2019;5;"all";53;1,87242695043729e-06;5,92113391566504e-06
2020;5;"all";53;0;0
2019;6;"all";53;1,91127846437797e-05;4,09426680409078e-05
2020;6;"all";53;0;NA
2019;7;"all";53;0,014759031615159;NA
2020;7;"all";53;0;0
2019;8;"all";53;0;NA
2020;8;"all";53;0;NA
2019;9;"all";53;0;NA
2020;9;"all";53;0,000379248681545055;0,000594413694581049
2019;1;"plants";54;0;0
2020;1;"plants";54;0;0
2019;2;"plants";54;0,00421441157056879;NA
2020;2;"plants";54;0;NA
2019;3;"plants";54;0;NA
2020;3;"plants";54;0;NA
2019;4;"plants";54;0,0101063592131562;NA
2020;4;"plants";54;0,00153917609768725;NA
2019;5;"plants";54;4,08859046959201e-06;NA
2020;5;"plants";54;0,000539108608892417;0,000558672373738766
2019;6;"plants";54;0,00221193950442555;NA
2020;6;"plants";54;0,00580562753207497;NA
2019;7;"plants";54;0;NA
2020;7;"plants";54;0;NA
2019;8;"plants";54;0;NA
2020;8;"plants";54;0,000172980583581989;NA
2019;9;"plants";54;0;NA
2020;9;"plants";54;0;NA
2019;1;"floral visitors";54;0,106439005680303;NA
2020;1;"floral visitors";54;0,0603617204735993;NA
2019;2;"floral visitors";54;0,15643118645422;NA
2020;2;"floral visitors";54;0,073546116632738;NA
2019;3;"floral visitors";54;0,100367211691323;NA
2020;3;"floral visitors";54;0,0740466352382131;NA
2019;4;"floral visitors";54;0,101665181117883;NA
2020;4;"floral visitors";54;0,332163082120256;NA
2019;5;"floral visitors";54;0,130605216554498;NA
2020;5;"floral visitors";54;0,188141563217109;NA
2019;6;"floral visitors";54;0,0926024661335112;NA
2020;6;"floral visitors";54;0,349536731357894;NA
2019;7;"floral visitors";54;0,139579942667699;NA
2020;7;"floral visitors";54;0;0
2019;8;"floral visitors";54;0,136047642458931;NA
2020;8;"floral visitors";54;0,0787433828834316;NA
2019;9;"floral visitors";54;0,123269187613863;NA
2020;9;"floral visitors";54;0,0934617547594841;NA
2019;1;"herbivores";54;0,0430160234345569;NA
2020;1;"herbivores";54;0,00197421553853113;NA
2019;2;"herbivores";54;0,12935759215222;NA
2020;2;"herbivores";54;0,00959375885279618;NA
2019;3;"herbivores";54;0,0921940004676909;NA
2020;3;"herbivores";54;0,0342418159172969;NA
2019;4;"herbivores";54;NA;NA
2020;4;"herbivores";54;0,0222216607049536;NA
2019;5;"herbivores";54;0,0380584478859499;NA
2020;5;"herbivores";54;0,0144260997832395;NA
2019;6;"herbivores";54;0,0757362611255011;NA
2020;6;"herbivores";54;0,00544996489217982;NA
2019;7;"herbivores";54;0,0913139626439069;NA
2020;7;"herbivores";54;0,026402543427216;NA
2019;8;"herbivores";54;0,0916197616139767;NA
2020;8;"herbivores";54;0,0919590789692322;NA
2019;9;"herbivores";54;0,092758089365758;NA
2020;9;"herbivores";54;8,175564164244e-05;7,11065705745403e-05
2019;1;"plants-floral visitors";54;0,000476253597515187;0,00142199396455796
2020;1;"plants-floral visitors";54;0;0
2019;2;"plants-floral visitors";54;0,0302293900508998;NA
2020;2;"plants-floral visitors";54;0,0266898465476888;NA
2019;3;"plants-floral visitors";54;0,0327762250111692;NA
2020;3;"plants-floral visitors";54;0,0200026284837446;NA
2019;4;"plants-floral visitors";54;0,0299512258418805;NA
2020;4;"plants-floral visitors";54;0,123057917638937;NA
2019;5;"plants-floral visitors";54;0,00500165177580202;NA
2020;5;"plants-floral visitors";54;0,0304112599107998;0,0163947748109706
2019;6;"plants-floral visitors";54;0,0121088914752016;NA
2020;6;"plants-floral visitors";54;0,0178510143175925;NA
2019;7;"plants-floral visitors";54;0,00509961257727707;NA
2020;7;"plants-floral visitors";54;0;0
2019;8;"plants-floral visitors";54;0,0075461401491323;NA
2020;8;"plants-floral visitors";54;0,0144641039191881;NA
2019;9;"plants-floral visitors";54;0,00857089216647311;NA
2020;9;"plants-floral visitors";54;0,000167129216732418;NA
2019;1;"plants-herbivores";54;0;0
2020;1;"plants-herbivores";54;0;0
2019;2;"plants-herbivores";54;6,99406496236407e-06;NA
2020;2;"plants-herbivores";54;0;NA
2019;3;"plants-herbivores";54;0;NA
2020;3;"plants-herbivores";54;0;NA
2019;4;"plants-herbivores";54;0;NA
2020;4;"plants-herbivores";54;0;NA
2019;5;"plants-herbivores";54;0;NA
2020;5;"plants-herbivores";54;0;0
2019;6;"plants-herbivores";54;0;NA
2020;6;"plants-herbivores";54;0;NA
2019;7;"plants-herbivores";54;5,30762260918285e-05;NA
2020;7;"plants-herbivores";54;8,12740415082327e-05;NA
2019;8;"plants-herbivores";54;0;NA
2020;8;"plants-herbivores";54;0,00210601298459043;NA
2019;9;"plants-herbivores";54;0;NA
2020;9;"plants-herbivores";54;0;0
2019;1;"all";54;0;0
2020;1;"all";54;0;0
2019;2;"all";54;0,00570353617108807;NA
2020;2;"all";54;0,00546420846031756;NA
2019;3;"all";54;0,00612958574881428;NA
2020;3;"all";54;6,44339623188264e-05;NA
2019;4;"all";54;0,00507888928968854;NA
2020;4;"all";54;1,04298921999917e-05;NA
2019;5;"all";54;0;NA
2020;5;"all";54;0;0
2019;6;"all";54;0;NA
2020;6;"all";54;0;NA
2019;7;"all";54;0,00425688780768265;NA
2020;7;"all";54;0;0
2019;8;"all";54;0,0103391843713318;NA
2020;8;"all";54;0,0408744764180361;NA
2019;9;"all";54;0,00206590857264456;NA
2020;9;"all";54;0,00012924366265381;0,000128650536805685
2019;1;"plants";55;0;0
2020;1;"plants";55;0;NA
2019;2;"plants";55;0,000311263973823352;NA
2020;2;"plants";55;0,000609215592804621;NA
2019;3;"plants";55;2,12558715648558e-05;NA
2020;3;"plants";55;0;NA
2019;4;"plants";55;4,76963578217426e-05;NA
2020;4;"plants";55;0,0120424860308593;NA
2019;5;"plants";55;0,000390409545492193;0,000412192715236043
2020;5;"plants";55;6,87845344325608e-05;7,83919581682028e-05
2019;6;"plants";55;0,0186381204540881;NA
2020;6;"plants";55;0,00116354350725181;NA
2019;7;"plants";55;0;NA
2020;7;"plants";55;0;NA
2019;8;"plants";55;0;NA
2020;8;"plants";55;8,65249657961868e-05;NA
2019;9;"plants";55;0;NA
2020;9;"plants";55;0;NA
2019;1;"floral visitors";55;0,110718934571556;NA
2020;1;"floral visitors";55;0,0234186254179797;NA
2019;2;"floral visitors";55;0,178378701206319;NA
2020;2;"floral visitors";55;0,0767029779596322;NA
2019;3;"floral visitors";55;0,106593691325339;NA
2020;3;"floral visitors";55;0,0859845582142682;NA
2019;4;"floral visitors";55;0,0856138189401361;NA
2020;4;"floral visitors";55;0,310892734202108;NA
2019;5;"floral visitors";55;0,13542822775585;NA
2020;5;"floral visitors";55;0,175243816160128;NA
2019;6;"floral visitors";55;0,0886237536160103;NA
2020;6;"floral visitors";55;0,349536731357894;NA
2019;7;"floral visitors";55;0,108272403521981;NA
2020;7;"floral visitors";55;0;0
2019;8;"floral visitors";55;0,0814140724279528;NA
2020;8;"floral visitors";55;0,0901693330012685;NA
2019;9;"floral visitors";55;0,127533342203331;NA
2020;9;"floral visitors";55;0,130248129806963;NA
2019;1;"herbivores";55;0,0890640363948854;NA
2020;1;"herbivores";55;0,0140305756398587;NA
2019;2;"herbivores";55;0,11917156906383;NA
2020;2;"herbivores";55;0,0280264332658051;NA
2019;3;"herbivores";55;0,106477229366469;NA
2020;3;"herbivores";55;0,0233801694711872;NA
2019;4;"herbivores";55;0,0488884103193782;NA
2020;4;"herbivores";55;0,0242094654151546;NA
2019;5;"herbivores";55;0,0417251511028437;NA
2020;5;"herbivores";55;0,0201769765548623;NA
2019;6;"herbivores";55;0,069909881711293;NA
2020;6;"herbivores";55;0,00510224442656297;NA
2019;7;"herbivores";55;0,0562731287922303;NA
2020;7;"herbivores";55;0,0413976664297868;NA
2019;8;"herbivores";55;0,0796204625145398;NA
2020;8;"herbivores";55;0,0905488444122318;NA
2019;9;"herbivores";55;0,086921323955786;NA
2020;9;"herbivores";55;0,0485388613897693;NA
2019;1;"plants-floral visitors";55;7,618737678165e-07;2,40925639583443e-06
2020;1;"plants-floral visitors";55;0,000338643436811433;0,000495324916293231
2019;2;"plants-floral visitors";55;0,00197638085750087;NA
2020;2;"plants-floral visitors";55;0,0137953081211215;NA
2019;3;"plants-floral visitors";55;0,0370541937288748;NA
2020;3;"plants-floral visitors";55;0,0114271565057057;NA
2019;4;"plants-floral visitors";55;0,0296034178245445;NA
2020;4;"plants-floral visitors";55;0,101309995395503;NA
2019;5;"plants-floral visitors";55;0,0181586777988152;0,0104604855683199
2020;5;"plants-floral visitors";55;0,00488145325386714;0,00395599310820732
2019;6;"plants-floral visitors";55;0,00655195999862961;NA
2020;6;"plants-floral visitors";55;0,0409241149386747;NA
2019;7;"plants-floral visitors";55;0,00981453586750789;NA
2020;7;"plants-floral visitors";55;0;0
2019;8;"plants-floral visitors";55;0;NA
2020;8;"plants-floral visitors";55;0,00536291838195022;NA
2019;9;"plants-floral visitors";55;0,000562452108562227;NA
2020;9;"plants-floral visitors";55;0,000141626333931333;NA
2019;1;"plants-herbivores";55;0;0
2020;1;"plants-herbivores";55;0;NA
2019;2;"plants-herbivores";55;1,44944032231491e-05;NA
2020;2;"plants-herbivores";55;0;NA
2019;3;"plants-herbivores";55;0;NA
2020;3;"plants-herbivores";55;0;NA
2019;4;"plants-herbivores";55;0;NA
2020;4;"plants-herbivores";55;0;NA
2019;5;"plants-herbivores";55;0;0
2020;5;"plants-herbivores";55;0;NA
2019;6;"plants-herbivores";55;0;NA
2020;6;"plants-herbivores";55;0;NA
2019;7;"plants-herbivores";55;0;NA
2020;7;"plants-herbivores";55;0,000191786320183613;NA
2019;8;"plants-herbivores";55;0;NA
2020;8;"plants-herbivores";55;0,0010944783975931;NA
2019;9;"plants-herbivores";55;0;NA
2020;9;"plants-herbivores";55;4,11298073205672e-05;NA
2019;1;"all";55;0;0
2020;1;"all";55;0,00401423537960486;NA
2019;2;"all";55;0,039935134331835;NA
2020;2;"all";55;0,00980481512579683;NA
2019;3;"all";55;0,0062983326940973;NA
2020;3;"all";55;0,00073349404671616;NA
2019;4;"all";55;0,000649312699844635;NA
2020;4;"all";55;0;NA
2019;5;"all";55;0,000306742819588529;0,000639250243276132
2020;5;"all";55;0;NA
2019;6;"all";55;0;NA
2020;6;"all";55;0;NA
2019;7;"all";55;0,00218033918180134;NA
2020;7;"all";55;0;0
2019;8;"all";55;0;NA
2020;8;"all";55;0,0116341202840607;NA
2019;9;"all";55;0;NA
2020;9;"all";55;0;NA
2019;1;"plants";56;0;NA
2020;1;"plants";56;0;NA
2019;2;"plants";56;0;NA
2020;2;"plants";56;0,00146487406773953;NA
2019;3;"plants";56;0;NA
2020;3;"plants";56;0;NA
2019;4;"plants";56;0,00493940260169772;NA
2020;4;"plants";56;0,00156971595821164;NA
2019;5;"plants";56;0,000478441859877295;0,000435175583780173
2020;5;"plants";56;0,00360855058802308;0,00160030031090399
2019;6;"plants";56;0,000297847097302938;0,000263494032450625
2020;6;"plants";56;0,000155243948596182;NA
2019;7;"plants";56;0;NA
2020;7;"plants";56;0,000123015725512641;NA
2019;8;"plants";56;0;NA
2020;8;"plants";56;0;NA
2019;9;"plants";56;0;NA
2020;9;"plants";56;0;NA
2019;1;"floral visitors";56;0,108947297453223;NA
2020;1;"floral visitors";56;0,0583862249952964;NA
2019;2;"floral visitors";56;0,166620215764908;NA
2020;2;"floral visitors";56;0,10403654506814;NA
2019;3;"floral visitors";56;0,106440621503418;NA
2020;3;"floral visitors";56;0,100227109049919;NA
2019;4;"floral visitors";56;0,0813442844084978;NA
2020;4;"floral visitors";56;0,317247945572546;NA
2019;5;"floral visitors";56;0,140929475814231;NA
2020;5;"floral visitors";56;0,0758616153208695;NA
2019;6;"floral visitors";56;0,0667833689996595;NA
2020;6;"floral visitors";56;0,349536731357894;NA
2019;7;"floral visitors";56;0,136662805654881;NA
2020;7;"floral visitors";56;0;0
2019;8;"floral visitors";56;0,131921930518515;NA
2020;8;"floral visitors";56;0,0769218743557715;NA
2019;9;"floral visitors";56;0,133440695024272;NA
2020;9;"floral visitors";56;NA;NA
2019;1;"herbivores";56;0,0755674480416153;NA
2020;1;"herbivores";56;0,00351518248626245;NA
2019;2;"herbivores";56;0,101943462897555;NA
2020;2;"herbivores";56;0,0215769164644369;NA
2019;3;"herbivores";56;0,0920468011430808;NA
2020;3;"herbivores";56;0,0331213906256336;NA
2019;4;"herbivores";56;0,0274330764705426;NA
2020;4;"herbivores";56;0,0298432741603684;NA
2019;5;"herbivores";56;0,0398677652940549;NA
2020;5;"herbivores";56;0,0197728960270436;NA
2019;6;"herbivores";56;0,0739608220254038;NA
2020;6;"herbivores";56;0,0131544711609777;NA
2019;7;"herbivores";56;0,0622060886734037;NA
2020;7;"herbivores";56;0,0569813529990428;NA
2019;8;"herbivores";56;0,101627248239888;NA
2020;8;"herbivores";56;0,00475664691210754;0,00349225640652648
2019;9;"herbivores";56;0,0805047483014185;NA
2020;9;"herbivores";56;0,0263197724077136;NA
2019;1;"plants-floral visitors";56;0;NA
2020;1;"plants-floral visitors";56;5,18872011289999e-05;NA
2019;2;"plants-floral visitors";56;0,0174054843019031;NA
2020;2;"plants-floral visitors";56;0,0469903244435775;NA
2019;3;"plants-floral visitors";56;0,0203064565187153;NA
2020;3;"plants-floral visitors";56;0,00201702859910423;NA
2019;4;"plants-floral visitors";56;0,000154852787294368;NA
2020;4;"plants-floral visitors";56;0,0894206094289939;NA
2019;5;"plants-floral visitors";56;0,0173590107544832;0,00639507874577444
2020;5;"plants-floral visitors";56;0,0257547443456764;0,00980309362783219
